MOF ref,CO2 BE kJ/mol,H2O BE kJ/mol,N2 BE kJ/mol,BE(H2O)-BE(CO2)
ZAVQUK,-54.32746,-114.8664,-24.21056,-60.54312
XOCWET,-90.55552,-151.12372,-30.48474,-60.5682
GIQXEK,-84.11832,-144.68652,-29.44392,-60.5682
CUKXOW,-63.83696,-124.54728,-30.94036,-60.71032
GEVXAI,-59.36018,-120.08304,-27.3372,-60.72286
PABXAT,-54.04322,-114.77026,-28.46162,-60.72704
ULEHEA,-61.14504,-121.89716,-26.47194,-60.74794
ELEROD,-59.99554,-120.78528,-19.34086,-60.78556
OMEWUZ,-57.04864,-118.02648,-28.13976,-60.97784
IKAYAU,-43.3048,-104.30772,-20.41094,-61.0071
NAYMOQ,-50.61562,-111.6269,-31.0992,-61.01128
RICHIV,-59.4396,-120.45088,-27.50022,-61.01128
TINFIH,-58.15216,-119.18434,-25.31826,-61.028
DOKBUC,-23.10286,-84.16012,-10.3246,-61.05726
GEDROY,-60.20454,-121.29106,-27.47932,-61.08652
YICTUZ,-70.3285,-131.42756,-62.93826,-61.09906
TAQGOK,-41.55338,-102.68588,-20.5865,-61.1325
YISFEL,-52.86446,-114.00114,-22.80608,-61.13668
MITGUR01,-59.59008,-120.73094,-27.01534,-61.14086
YAZYEF,-49.86322,-111.00826,-21.70256,-61.14504
AXAWUT,-75.54096,-136.7278,-27.32466,-61.18684
ZAVPOD,-51.66062,-112.9436,-23.60864,-61.28298
HAPVEB,-70.69216,-131.9835,-30.1796,-61.29134
VIYMAT,-55.75702,-117.0609,-28.41146,-61.30388
FIMXUW,-64.21316,-125.52958,-38.78204,-61.31642
FUTZOK,-64.05014,-125.50032,-33.47762,-61.45018
UGUHAG,-66.01892,-127.50672,-24.19384,-61.49198
XUCSAR,-53.922,-115.48922,-24.72888,-61.56304
TEJGAS,-47.60184,-109.16488,-23.21572,-61.56722
HAPNOE,-47.19638,-108.78032,-18.38782,-61.58394
ELIJUF,-46.9414,-108.53788,-28.49088,-61.59648
IHIWIF,-60.32994,-121.94314,-27.6925,-61.6132
FOFDAH,-45.6038,-107.22536,-39.69328,-61.62574
EKEQIV,-41.51158,-103.19584,-21.89902,-61.68426
EVUNAL,-71.28572,-133.02432,-32.83808,-61.74278
YUKWOS,-82.48394,-144.24344,-47.52242,-61.7595
XEKMIL,-50.1182,-111.88606,-23.42054,-61.76786
WODPUC,-87.56264,-149.34722,-30.43458,-61.7804
MARLUP,-54.91266,-116.80174,-26.2086,-61.8849
XUMVEH,-60.55566,-122.44474,-22.4675,-61.8849
LAZPUZ,-45.79608,-107.73114,-18.94794,-61.93506
EVUNEP,-70.12786,-132.17996,-33.00946,-62.0521
LECHUX,-95.08664,-157.22234,-40.34954,-62.13152
MURTUO,-41.8836,-104.07364,-24.2858,-62.19004
EVURAP,-64.43888,-126.6331,-35.15798,-62.19422
VAZMIU,-84.00128,-146.30836,-71.35678,-62.30708
FEWQOP,-34.13806,-96.47022,-20.1685,-62.33216
UFEXEJ,-33.3982,-95.74708,-19.98876,-62.34888
MIYGIL,-62.13988,-124.55146,-29.76996,-62.41158
SORQAT,-60.10422,-122.53252,-25.87838,-62.4283
QADWIE,-60.8817,-123.31,-35.8644,-62.4283
LIDSAU,-34.26764,-96.73356,-16.2184,-62.46592
QADXAX,-61.60484,-124.12092,-34.60622,-62.51608
MAKGOX,-85.06718,-147.6167,-40.3788,-62.5537
EVUMUE,-64.372,-127.00094,-32.395,-62.62894
QATRAG,-51.15066,-113.8005,-24.34432,-62.64566
YAZZAC,-55.90332,-118.57824,-30.63104,-62.67074
LITCUO,-51.45998,-114.13908,-24.20638,-62.67492
IFEPIT,-65.55912,-128.27166,-33.47344,-62.71254
YUKXEJ,-72.15098,-134.86352,-44.4125,-62.71672
GAWMOI,-65.27906,-128.03758,-45.35718,-62.7627
WODWUJ,-80.67818,-143.71676,-28.46162,-63.03858
FOKYIP,-58.52,-121.56276,-26.48448,-63.04276
CUKYAJ,-63.77426,-126.84628,-29.19312,-63.07202
RESWUI02,-85.1257,-148.20608,-42.66108,-63.08038
XEJJOM,-52.87282,-115.95738,-39.33798,-63.08456
DIBXAP,-58.75408,-121.8888,-28.45744,-63.1389
ENOSAD,-56.02036,-119.16762,-21.53536,-63.15144
AFIPAH,-66.3784,-129.52984,-35.31682,-63.15144
SETWOF,-59.35182,-122.50326,-26.1459,-63.15562
AHUTIH01,-49.44522,-112.65936,-23.39128,-63.21832
OKINIG,-58.01004,-121.31196,-30.67284,-63.29774
WARWOC,-58.67884,-122.01838,-28.51178,-63.33954
LEHTID,-102.42254,-165.8206,-38.88236,-63.39806
KABXES,-62.6373,-126.08134,-23.5543,-63.44404
QUVFAP,-67.35652,-130.8967,-28.5076,-63.54018
DIBWUI,-57.5168,-121.08624,-29.04264,-63.56944
OBODEQ,-55.09658,-118.66602,-26.5012,-63.56944
NORBUT,-37.7872,-101.365,-22.32956,-63.58198
WEDWUZ,-61.18266,-124.9402,-26.92756,-63.75754
FEVSAC,-38.08398,-101.84152,-19.8759,-63.75754
LABPOV,-45.11892,-108.89736,-21.11318,-63.77844
SUCLOT,-36.7631,-100.58752,-20.17268,-63.82442
NUCREJ,-43.2421,-107.08742,-26.21278,-63.84532
ZUBCEG,-58.19814,-122.10198,-28.35294,-63.89966
QUPDEL01,-68.49766,-132.40986,-27.53784,-63.9122
MEWNEH,-65.29996,-129.21634,-26.44268,-63.91638
YITHOA,-59.04668,-122.96724,-24.97132,-63.91638
AVUJIL,-38.78622,-102.72768,-25.05074,-63.94146
VAQLAC,-30.06256,-94.08344,-18.76402,-64.0167
EPOXAJ,-69.50922,-133.53846,-34.08372,-64.02924
MIJYEK,-48.17868,-112.24972,-23.89288,-64.07104
HEDBID,-96.41588,-160.50364,-31.20788,-64.08776
IPIFAP,-35.33772,-99.4631,-18.56338,-64.12538
WEWGAH,-51.33458,-115.5352,-39.3965,-64.20062
GAMTEU,-65.89352,-130.1025,-38.76532,-64.20898
DATHAJ,-73.60562,-137.84386,-27.72176,-64.23824
HEDBEZ,-95.37924,-159.67182,-31.81816,-64.29258
HADYAP,-59.76564,-124.09584,-39.80614,-64.3302
LIDSIC,-39.80196,-104.1447,-18.15792,-64.34274
ELERIX,-85.06718,-149.44336,-26.63078,-64.37618
YUKKAS,-71.72044,-136.22202,-43.75206,-64.4974
HOYTUL,-43.56396,-108.09062,-19.86754,-64.53084
NARTUX,-56.8898,-121.47498,-29.79086,-64.581
ECUCOV,-53.73808,-118.65766,-40.67558,-64.9154
HAPNUK,-48.46292,-113.42012,-17.48912,-64.9572
CIGFEF,-85.50608,-150.51762,-47.63946,-65.01154
ETEKAQ01,-46.57774,-111.6269,-23.0527,-65.04916
IJUJEE,-67.90828,-133.01178,-30.65612,-65.1035
EVUQOC,-50.56964,-115.67732,-35.76826,-65.10768
ALATAK,-53.34516,-118.45702,-27.64234,-65.11186
OPIYAP,-51.82782,-116.94386,-22.22088,-65.11604
XUCSAR01,-54.45704,-119.6734,-25.2054,-65.22054
NUVWEH,-47.95296,-113.42848,-19.54986,-65.47552
KABXIW,-59.4187,-124.96528,-23.4916,-65.54658
ATEJOA,-47.8192,-113.49118,-20.82058,-65.67616
AQMAND,-77.3091,-143.00198,-26.31728,-65.69706
MUFHUR,-78.08658,-143.82126,-29.92462,-65.73468
FULQOT,-50.06804,-115.83198,-25.13434,-65.76812
IBOCIO,-38.90326,-104.75916,-24.49062,-65.8559
WOJZOM,-59.74892,-125.6508,-26.93592,-65.90606
MOGMIE,-62.94244,-128.85686,-28.13976,-65.91442
QOCSAD,-57.9139,-123.87848,-42.84918,-65.96458
TAQGUQ,-69.37546,-135.3902,-32.36574,-66.01892
QUKQAQ,-74.05288,-140.0718,-31.25804,-66.01892
POKSUF,-105.79998,-171.83562,-38.48526,-66.03564
POKTEQ,-100.97626,-167.04534,-38.38076,-66.06908
EGAGAW,-50.67832,-116.86862,-19.46626,-66.1903
RUWWOW,-63.49002,-129.72212,-31.04904,-66.2321
YUKXAF,-74.7593,-140.99558,-45.28194,-66.23628
QITMOW,-62.6373,-128.87776,-23.11122,-66.24046
NAJQUN,-46.57356,-112.89344,-25.17614,-66.31988
WALMOO,-55.34738,-121.70906,-24.39866,-66.3575
VAZMAM,-77.17952,-143.6039,-75.87536,-66.42438
YAZZEG,-55.4059,-121.83864,-30.8484,-66.43274
LABPUB,-43.77714,-110.29348,-20.3357,-66.51634
YAZYIJ,-56.1583,-122.72898,-23.36202,-66.57068
XEJJIG,-55.24706,-121.8261,-40.62124,-66.57904
AQMAND01,-96.70848,-163.3962,-82.85178,-66.68772
XOVPIH,-96.08148,-162.94894,-66.26136,-66.86746
ZOHBUV,-59.05086,-125.9225,-22.65142,-66.87164
DIBXOD,-58.95054,-125.84726,-28.85454,-66.89672
POKTOA,-90.4761,-157.54002,-36.79236,-67.06392
WEFZIS,-64.6228,-131.76196,-54.30656,-67.13498
SUKREX,-63.37298,-130.5414,-33.0429,-67.16842
VAZMEQ,-76.1596,-143.36146,-51.9574,-67.19768
KUHNIM,-59.9621,-127.31444,-27.47096,-67.35234
MUXHIW01,-65.57584,-132.99506,-22.86042,-67.41922
ZOHBOP,-62.54952,-130.0189,-23.3871,-67.46938
ISUXAW,-104.21994,-171.71022,-40.15726,-67.49028
GADFAV,-57.54188,-125.09486,-26.55136,-67.55298
XUMVAD,-60.5682,-128.15044,-24.12278,-67.58224
FAVHIW,-42.79902,-110.39798,-20.3984,-67.60314
CAVNOE,-57.4959,-125.13248,-23.76748,-67.64076
KIBDIJ,-68.31374,-136.02138,-39.76016,-67.70346
GIRFUJ,-60.68524,-128.50992,-21.6106,-67.82468
MUXHUI02,-65.7514,-133.73492,-21.47266,-67.98352
UFEXIN,-34.50172,-102.50196,-20.26464,-68.00024
XAKVIP,-58.46148,-126.4659,-19.40774,-68.00442
MAYXUG,-51.33876,-119.43932,-24.65782,-68.10056
LAZGOK,-41.83762,-109.9758,-20.15596,-68.13818
HADXOC,-83.3283,-151.49156,-35.34608,-68.16326
EVUNIT,-52.09952,-120.28368,-31.38344,-68.17998
QAWRIQ,-64.36364,-132.72754,-26.6893,-68.3639
QIXNIW,-77.14608,-145.53088,-28.64972,-68.3848
IGIZAA,-53.94708,-122.38622,-22.4257,-68.43914
XUMTUV,-60.99874,-129.63016,-23.01508,-68.63142
DUDZOT,-61.4669,-130.1025,-35.43386,-68.6356
NIKDIU,-34.59786,-103.25018,-19.70452,-68.65232
OGIYAF,-53.19886,-121.9515,-58.729,-68.74846
CEDFIC,-65.17456,-133.93138,-24.49898,-68.75682
WEDXEK,-61.49616,-130.3115,-27.95166,-68.81534
EJIDUW01,-107.00382,-175.9362,-63.84532,-68.93656
POKTAM,-101.50294,-170.4813,-38.84474,-68.97836
IHIMAP01,-52.22074,-121.22836,-22.89804,-69.00762
NAJTEA,-57.00266,-126.11478,-24.9546,-69.11212
VUPFIX,-83.7881,-152.9044,-72.8365,-69.11212
MOBBOU,-45.13982,-114.2812,-21.78616,-69.1372
AMOZAE,-73.05804,-142.33318,-28.41564,-69.27514
POKVIW,-61.55886,-130.8967,-19.5624,-69.34202
ALUKAU,-86.0662,-155.42912,-44.16588,-69.36292
VASFED,-54.7998,-124.17944,-30.52654,-69.37964
ELIJOZ,-63.02604,-132.4224,-31.9143,-69.39636
TEYLIU,-95.44194,-164.89264,-38.2261,-69.45488
ISENUQ,-75.08952,-144.55276,-35.12036,-69.46324
MAYYAN,-50.85806,-120.4258,-21.28038,-69.56774
KOVJAI,-56.48016,-126.06044,-38.1843,-69.58028
IKETUO,-52.30852,-121.89298,-26.66422,-69.58028
IKEVAW,-52.6262,-122.27754,-25.50218,-69.65134
LAGRES,-78.28304,-147.97618,-44.27456,-69.69314
RUYNEG,-43.04564,-112.76804,-18.25824,-69.7224
PIZPIX,-64.20898,-134.01498,-31.3082,-69.806
MIHLAR,-50.83298,-120.7184,-20.18522,-69.88542
YOCSEQ,-65.24562,-135.1603,-27.34556,-69.9105
NETHOJ,-66.76714,-136.80722,-31.85578,-70.04008
ICOYIK,-97.97084,-168.14468,-41.49486,-70.16966
PEGPOI,-49.90084,-120.27532,-21.62314,-70.3703
LAGQOB,-69.14138,-139.53258,-41.16464,-70.3912
AYUWUM,-48.78478,-119.18016,-26.13336,-70.39538
KUGQIN,-75.63292,-146.14952,-47.53078,-70.5166
ALALUU01,-99.25828,-169.84594,-60.3174,-70.58766
SUKRIB,-59.7322,-130.37002,-28.90888,-70.63364
LEPLEZ02,-80.69908,-151.3369,-39.1039,-70.63782
VASFON,-55.43934,-126.19002,-30.91946,-70.75068
ODAJAG,-54.30238,-125.17428,-25.02566,-70.8719
MAKGEN,-80.26436,-151.1697,-55.93676,-70.90534
NICJOA,-30.12944,-101.08912,-19.84664,-70.95968
FIJDUY,-59.35182,-130.31568,-24.46554,-70.96386
AKUHOD03,-62.68328,-133.66804,-21.74854,-70.98058
ZERNOB,-37.36502,-108.36232,-21.6733,-71.00148
JODGEP,-87.49994,-158.64354,-32.04806,-71.1436
EPUJIJ,-83.63344,-154.8272,-28.68316,-71.19376
WODQUD,-77.9361,-149.17584,-27.96002,-71.23974
LALPOF,-51.74004,-122.9965,-19.76722,-71.25646
ALALUU,-94.81076,-166.21352,-52.29598,-71.40276
EHAFOK,-88.19382,-159.80558,-45.01442,-71.61176
TUMGOX,-92.91304,-164.5666,-33.56122,-71.65356
POWBEK,-58.31518,-129.98128,-33.30206,-71.6661
WAGZEL,-55.62744,-127.33952,-28.9883,-71.71208
AMALND,-79.30296,-151.04012,-26.75618,-71.73298
KIQKOK,-43.65592,-115.4098,-21.72764,-71.75388
IJASES01,-95.94772,-167.70996,-45.70412,-71.76224
ZERNIV,-38.15086,-110.14718,-20.97942,-71.99632
CODROD,-71.21466,-143.21516,-36.15282,-72.0005
POKVAO,-71.31916,-143.33638,-27.45842,-72.01722
ZEZPAX,-52.26254,-124.31738,-22.33374,-72.05484
XIPTIA,-60.98202,-133.05776,-18.35438,-72.07574
IHIMAP,-53.31172,-125.5672,-28.6748,-72.25548
QOSJEP,-79.1483,-151.41214,-34.80686,-72.26384
POKVUI,-96.78372,-169.06428,-38.05054,-72.28474
IKETOI,-55.56474,-127.87874,-27.7552,-72.31818
ZEZPEB,-54.34,-126.7376,-20.56978,-72.3976
QUQHAM,-34.276,-106.6945,-20.94598,-72.42268
PIZPAP,-64.66878,-137.20432,-30.79406,-72.53972
MOCJAQ,-55.18854,-127.7617,-24.00992,-72.57316
WOHZAU01,-66.49962,-139.24416,-35.47984,-72.74036
FEVREF,23.29096,-49.45358,9.74358,-72.74872
GAWKAS,-91.60052,-164.36178,-28.81274,-72.76126
IKETAU,-55.44352,-128.26748,-27.90986,-72.81978
MOCHUI,-55.9075,-128.75236,-25.05492,-72.84486
CIGDUT,-68.54782,-141.43448,-29.678,-72.88666
XIPTAS,-63.28938,-136.20948,-20.40676,-72.9201
RIYWIH,-51.91142,-124.88168,-24.871,-72.97026
WADHUH,-43.63084,-116.67216,-23.98902,-73.03714
MOCHES,-58.74154,-131.86228,-27.26196,-73.11656
OLONAG,-51.55194,-124.71448,-22.45496,-73.16254
ECUDEM,-63.00932,-136.23456,-41.37364,-73.22524
XAQMOS,-61.68426,-134.9304,-33.6699,-73.25032
AZILEA,-74.61718,-147.90094,-44.24112,-73.28376
NEPWIQ,-62.39068,-135.7246,-47.43464,-73.33392
ACALIB,-70.74232,-144.17656,-28.02272,-73.43006
ACENIF,-53.57506,-127.08872,-20.86656,-73.51366
CIGFAB,-70.2658,-143.78782,-30.12944,-73.52202
MOCJEU,-54.10174,-127.62794,-23.29514,-73.5262
UBOGAV,-78.17436,-151.734,-53.99724,-73.55964
IJATIW,-66.70862,-140.31424,-29.37286,-73.60562
POKVOC,-66.49126,-140.1972,-21.46012,-73.70176
VAGBOX,-67.90828,-141.66438,-28.44908,-73.7561
MOMJIJ,-48.99378,-122.79586,-22.13728,-73.80626
SOGXAP,-53.47474,-127.33952,-23.64208,-73.86478
RUQYIN,-36.98046,-110.92884,-20.22284,-73.95256
MITGUR,-69.8896,-143.95502,-29.54842,-74.06542
XOFTIW,-91.70084,-165.80388,-26.6893,-74.10304
USUQOQ,-74.95576,-149.07134,-36.88014,-74.11558
FAVGAN,-56.20428,-130.3533,-26.76036,-74.14902
POKSOZ,-77.539,-151.70474,-28.633,-74.16992
MUFLAC,-48.63848,-122.81258,-26.14172,-74.1741
SUHHOT,-57.2451,-131.43592,-22.45078,-74.19082
GAMTOE,-54.79144,-128.98644,-31.29148,-74.19918
MOCHIW,-59.0007,-133.2584,-27.1491,-74.2577
WOHZAU,-68.00442,-142.40842,-36.75892,-74.404
SETXAS,-46.93304,-121.46662,-35.68466,-74.53358
MIHLIZ,-55.03388,-129.789,-22.72248,-74.75094
GIQYOV,-53.53744,-128.44722,-27.14074,-74.90978
UZANEP,-47.10442,-122.10198,-24.27744,-74.99756
SUNJOB,-66.2112,-141.23384,-45.59126,-75.01846
KICXAX,-48.8642,-123.937,-21.35562,-75.0728
POKSIT,-74.62554,-149.7485,-28.7584,-75.12296
MAKGUD,-77.3718,-152.5282,-41.74148,-75.1564
GAJVAQ,-66.6292,-141.8065,-31.02814,-75.17312
VORBUA,-75.50752,-150.71408,-26.68094,-75.20238
RUWWUC,-36.45796,-111.69378,-23.1154,-75.23582
VIWLIY,-86.7977,-162.04188,-37.16856,-75.24418
XIPTEW,-57.3914,-132.66484,-17.37626,-75.27344
PEGQAV,-59.53574,-135.00564,-25.28064,-75.47408
XUPCAM,-61.49616,-137.04548,-21.5061,-75.54932
TORJER,-51.50596,-127.08872,-21.21768,-75.58694
NUVBIQ,-73.37572,-149.00028,-36.60426,-75.62038
VASFAZ,-56.44672,-132.18832,-30.52654,-75.7416
SIPVOD,-96.12328,-171.91504,-57.74252,-75.78758
MIVPAJ,-62.34052,-138.17408,-19.39102,-75.83356
IPIDUH,-52.38794,-128.23404,-21.7569,-75.8461
XANDAU,-63.51092,-139.36956,-30.91946,-75.85864
XOFTOC,-93.16384,-169.02666,-25.71536,-75.86282
UZANAL,-47.91116,-123.87012,-24.46554,-75.96314
PUPXII,-41.02252,-117.02328,-24.7665,-76.00494
FEDBEX,-45.21088,-121.23672,-23.16974,-76.02584
YACHIV,-47.45972,-123.59424,-26.4803,-76.13034
HIYMAF,-64.99064,-141.19204,-24.60348,-76.2014
HAOAER,-49.23204,-125.44598,-24.73306,-76.21812
LAXGOH01,-102.57302,-178.94998,-38.35568,-76.37696
NIVWIY,-52.41302,-128.79834,-21.30128,-76.38114
DEFRIR,-61.1743,-137.60978,-26.13754,-76.43548
XOTXUB,-31.2037,-107.64754,-18.16628,-76.44384
RATVEP,-47.89026,-124.4386,-17.81934,-76.54834
NASMIF,-48.89764,-125.55048,-25.71536,-76.65284
OPAPEB,-53.34934,-130.00636,-19.88844,-76.65702
HIDMEO,-33.9834,-110.6446,-20.1058,-76.6612
VIFBOD,-89.96614,-166.96174,-61.08652,-76.9956
NOHKOM,-59.22224,-136.26382,-23.51668,-77.04158
DEHBIC,-48.31662,-125.4,-24.58676,-77.08338
GAJZAU,-60.02062,-137.1249,-27.20344,-77.10846
ZOMKAP,-100.76308,-177.90916,-42.00064,-77.15026
FIVNAZ,-132.69828,-209.86108,-100.8216,-77.1628
PECMOB,-43.33824,-120.65988,-26.28384,-77.32164
BOCKOT,-60.8817,-138.27022,-25.90346,-77.38434
GAJTUI,-66.9218,-144.33122,-31.26222,-77.40942
IKETEY,-54.08502,-131.57386,-27.0655,-77.48884
OPAPOL,-52.8561,-130.38674,-18.97302,-77.53064
ELIKEQ,-60.78138,-138.4416,-35.24576,-77.66022
ACAKUM,-64.7064,-142.45858,-31.15772,-77.75218
GAJZOI,-58.95054,-136.73616,-27.39572,-77.78562
SABZED,-52.67218,-130.48288,-27.70086,-77.80652
WUXYUL,-53.01912,-131.00956,-22.55528,-77.99044
WUPNIF,-55.81136,-133.81852,-25.47292,-78.00716
PUNFIO,-37.4946,-115.55192,-16.61132,-78.05314
PEGPUO,-59.2724,-137.34644,-25.38932,-78.07404
LIBZIG,-59.10102,-137.27538,-23.9723,-78.17854
BUGSAY,-58.94218,-137.14998,-27.39154,-78.2078
GAFBEX,-98.48916,-176.71368,-34.69818,-78.22452
ORAGEU,-104.57106,-182.86664,-35.20814,-78.29558
PULDOQ,-46.28932,-124.6685,-27.02788,-78.37918
PIWDAC,-64.2884,-142.84732,-26.3131,-78.5631
OPAPUR,-52.97314,-131.63656,-18.36692,-78.66342
XOMCIL,-49.57898,-128.25912,-22.55528,-78.67596
IWOSAP,-49.83396,-128.6395,-28.03526,-78.80136
NOHKIG,-60.43444,-139.26506,-23.50414,-78.8348
SABXOL,-51.94068,-130.79638,-27.57964,-78.8557
WADJET,-40.54182,-119.44768,-23.08196,-78.90586
TUFSUK,-51.09214,-130.09414,-22.12892,-79.00618
VODSEM,-74.57538,-153.64008,-23.9096,-79.0647
EVUQUI,-64.66042,-143.792,-37.39428,-79.13158
VAZLUF,-73.64324,-152.92948,-74.0696,-79.29042
GEJJEL01,-53.80496,-133.342,-28.02272,-79.53704
JOJLOK,-53.82586,-133.6346,-23.85944,-79.80874
HOXSAQ,-61.45018,-141.53898,-24.00992,-80.0888
CAKXET,-60.13766,-140.25154,-24.03918,-80.11388
WADJAP,-41.18972,-121.33704,-22.24596,-80.14732
YAFDAM,-45.55364,-125.79292,-25.33498,-80.23928
SEHMAU,-50.54038,-130.81728,-19.7505,-80.2769
NITADY,-67.24366,-147.52892,-26.5221,-80.28526
TIKMUW,-105.57008,-185.90132,-38.4142,-80.32706
AFEDIA,-46.5443,-126.87136,-28.4031,-80.33124
COYVES01,-82.3669,-162.71486,-44.41668,-80.35214
VIWMEV,-97.8329,-178.43166,-39.53444,-80.60294
GUHPEG,-63.93728,-144.55276,-34.98242,-80.61548
GAJZEY,-59.84924,-140.4898,-27.37482,-80.64056
ABEXEM,-53.28664,-133.93138,-21.96172,-80.64474
BUGSOM,-58.67884,-139.36538,-27.25778,-80.68654
NOCZAI,-60.53058,-141.21712,-26.15008,-80.69072
VASFIH,-46.89542,-127.6781,-18.08268,-80.78686
NOCYUB,-59.69876,-140.51906,-25.09254,-80.8203
HIYLUY,-64.68968,-145.68136,-24.5366,-80.9875
NERMON,-86.60542,-167.65144,-36.00234,-81.04602
UYOJOI,-72.732,-153.85326,-27.3163,-81.12544
MOFPUU,-46.95394,-128.12954,-27.12402,-81.1756
COYTUG,-83.56238,-164.73798,-42.29324,-81.1756
AZOBUN,-45.90476,-127.0929,-28.0269,-81.18814
TAZSAP02,-56.50524,-137.70592,-28.23172,-81.1965
KAPHAL,-85.272,-166.52284,-48.4044,-81.25084
JOJMEB,-39.43412,-120.70168,-21.56044,-81.26756
CAKXOD,-60.50968,-141.84412,-24.16458,-81.33444
CAKYAQ,-60.21708,-141.6393,-24.17712,-81.41804
GAJTOC,-68.35136,-149.91988,-30.95708,-81.56852
EGAFOJ,-56.63482,-138.29112,-23.46652,-81.6563
ZOXTEN,-73.10402,-154.79376,-47.99058,-81.68974
SABWEA,-58.71228,-140.42292,-28.89216,-81.70646
VEHNED,-73.90658,-155.73426,-25.61504,-81.8235
MIHLUL,-54.69948,-136.53134,-23.85108,-81.83186
GAJYUN,-58.8335,-140.7197,-26.50538,-81.88202
KAPGUE,-80.33542,-162.22162,-85.85302,-81.89038
NIKKIC,-64.5601,-146.63858,-37.21036,-82.07848
YADMIB,-47.03336,-129.15364,-27.82626,-82.12028
FALVUL,-95.30818,-177.47026,-40.19488,-82.16626
SABXEB,-52.78086,-134.96802,-27.22016,-82.18716
ZOTKAW,-56.71424,-138.95574,-20.85402,-82.2415
ILEPEW,-50.85806,-133.13718,-26.53046,-82.27912
ECUDAI,-62.9717,-145.34278,-41.95048,-82.37108
CAKXUJ,-59.82834,-142.33318,-24.27744,-82.50484
CAKYIY,-58.5827,-141.12516,-24.8083,-82.54246
ZOXTUD,-70.98894,-153.60246,-42.24308,-82.60934
POVZOR,-56.43836,-139.1522,-34.16732,-82.71384
SABYAY,-53.1905,-135.95868,-27.20344,-82.76818
SABWUQ,-52.56768,-135.35676,-27.99346,-82.78908
MIVPEN,-59.35182,-142.18688,-17.20488,-82.83506
IPIJUM,-80.56532,-163.438,-34.64802,-82.87268
GAMTUK,-55.02134,-137.96926,-30.77734,-82.9521
URONOG,-59.62352,-142.5798,-28.7375,-82.95628
ABEXIQ,-51.93232,-135.05162,-22.07876,-83.1193
VIWMAR,-95.60078,-178.7995,-39.6891,-83.19872
WAZQUL,-73.68922,-157.15546,-31.88922,-83.46624
ZEDQOQ,-46.54848,-130.06488,-20.26464,-83.51222
SABZON,-52.5008,-136.20948,-27.76356,-83.70868
ELIKAM,-58.07274,-141.80232,-35.79334,-83.72958
CAKYEU,-59.61098,-143.39072,-24.9755,-83.78392
XOVPON,-59.60262,-143.4785,-25.7488,-83.87588
ELILIV,-58.38624,-142.32064,-35.86858,-83.9344
YACHOB,-42.13858,-126.27362,-27.83044,-84.13504
WAZQIZ,-57.58368,-141.72708,-26.15844,-84.14758
NIKDEQ,-34.8403,-119.09656,-19.74214,-84.26044
LAGQER,-56.41328,-140.7615,-42.22218,-84.34404
GAJZIC,-61.5923,-145.96978,-28.12304,-84.37748
SABYIG,-53.47056,-138.0863,-28.45326,-84.61992
IHILUI,-55.54384,-140.19302,-28.15648,-84.64918
FAZZEM,-54.64514,-139.3612,-29.41884,-84.71188
VIWLOE,-92.62044,-177.3574,-39.73508,-84.73278
CAHLEE,-89.20538,-174.00504,-26.2295,-84.79966
BEVQUP,-66.61666,-151.49574,-32.57892,-84.87908
WEMCUO,-61.27462,-146.42958,-23.45398,-85.15496
ADEGIA01,-75.29016,-160.4493,-44.93918,-85.15914
GAMTIY,-64.94884,-150.33788,-42.96622,-85.38904
MIHLOF,-52.09116,-137.55962,-22.65978,-85.46846
KAVKIC,-60.06242,-145.6521,-22.68904,-85.58968
NOHLAZ,-60.34248,-145.97814,-24.16458,-85.63148
GEVXIQ,-83.70868,-169.37778,-30.723,-85.6691
PUWYAI,-52.2082,-137.91074,-22.65978,-85.70254
ELILER,-56.34222,-142.0782,-35.27084,-85.73598
GAMTAQ,-58.9589,-144.82864,-38.24282,-85.86974
RASXEP01,-60.59328,-146.68456,-24.60348,-86.09128
ZOXVEP,-72.11754,-158.41364,-49.55808,-86.30028
PEGQID,-64.7273,-151.21986,-24.63692,-86.49256
NETFAU,-72.70692,-159.28308,-28.35712,-86.57616
ICOWON,-53.92618,-140.62356,-28.12304,-86.70156
ABEXUC,-55.20526,-141.911,-22.74338,-86.70574
ELIKUG,-56.77694,-143.67914,-35.40878,-86.9022
KUFBEU,-54.6117,-141.55152,-30.68538,-86.93982
UXABOL,-84.07652,-171.2128,-32.17764,-87.13628
ULUQAV,-61.9267,-149.06716,-27.0028,-87.14464
ELIKIU,-58.78334,-145.92798,-36.07758,-87.14882
PEVLEJ,-82.85178,-170.05494,-53.76316,-87.20316
NAWHOL,-64.66042,-151.86776,-32.395,-87.21152
QUPZAC,-55.4895,-143.73348,-24.19802,-88.24398
PEGQUP,-58.13126,-146.56752,-22.50512,-88.43208
DIMKUH,-71.35678,-159.85574,-48.47964,-88.49478
VUWSAJ,-58.67466,-147.48294,-26.05394,-88.80828
FATKUI,-67.06392,-155.88474,-27.30376,-88.82082
RARYOZ,-70.70052,-159.72198,-32.09822,-89.02146
ZOXTIR,-72.91174,-161.97082,-46.33948,-89.05908
PEVLIN,-64.7064,-154.03718,-48.68864,-89.33078
ABEXOW,-55.66506,-145.41384,-23.24916,-89.74878
ORUHAM,13.7522,-76.31844,21.00032,-90.06646
WODXEU,-61.79294,-152.10602,-28.6957,-90.31308
